Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min,MSE,MSE_moving_bkgrnd
20200829,clip_38_1707,115,2020-08-29 17:07:00,16.6,79,0.0,13.0,17,1.5,182,10.0,0.0050309025682508945,0.0027030634
20200829,clip_42_1859,5,2020-08-29 18:59:00,13.2,88,0.0,11.3,353,0.7,0,0.0,0.004393890034407377,0.002350873
20200830,clip_0_0000,5,2020-08-30 00:00:00,9.8,97,0.0,9.4,334,1.0,0,0.0,0.007303302176296711,0.0041168574
20200830,clip_52_2346,115,2020-08-30 23:46:00,7.3,98,0.0,7.0,0,0.0,0,0.0,0.005947399884462357,0.0037608927
20200830,clip_33_1500,115,2020-08-30 15:00:00,19.0,63,0.0,11.8,312,2.8,474,10.0,0.009551489725708961,0.005969178
20200830,clip_16_0728,12,2020-08-30 07:28:00,14.6,87,0.0,12.5,303,0.4,248,2.5,0.0070700934156775475,0.004038872
20200831,clip_0_0000,5,2020-08-31 00:00:00,7.6,98,0.0,7.3,0,0.0,0,0.0,0.005929833278059959,0.0037981584
20200831,clip_35_1538,115,2020-08-31 15:38:00,18.8,41,0.0,5.1,337,2.4,373,10.0,0.014421109110116959,0.008039306
20200831,clip_53_2348,115,2020-08-31 23:48:00,6.0,96,0.0,5.5,0,0.0,0,0.0,0.007006681524217129,0.003785575
20200831,clip_16_0724,110,2020-08-31 07:24:00,13.4,89,0.0,11.7,46,1.0,362,10.0,0.006646014750003815,0.0037996152
